field,parent_type,fortran_type,rank,declared_bounds,decl_file,decl_line,alloc_sites,category,notes
IJK_LINK,CC_CUTCELL_TYPE,"INTEGER, ALLOCATABLE",2,"deferred(:,:); allocated as (IAXIS:KAXIS+2,1:NCELL)",type.f90,1400,"geom.f90:8252[(from FROM=CUT_CELL_FROM%IJK_LINK)]; geom.f90:8426[IAXIS:KAXIS+2,1:NCELL]",wall_obst_cutcell,doc: Cell/cut-cell each cut-cell is linked to.
LINK_LEV,CC_CUTCELL_TYPE,"INTEGER, ALLOCATABLE",1,deferred(:); allocated as (1:NCELL),type.f90,1401,geom.f90:8253[(from FROM=CUT_CELL_FROM%LINK_LEV)]; geom.f90:8426[1:NCELL],wall_obst_cutcell,doc: Level in local Linking Hierarchy tree. (1:NCELL)
VOLUME,CC_CUTCELL_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (1:NCELL),type.f90,1402,geom.f90:8254[(from FROM=CUT_CELL_FROM%VOLUME)]; geom.f90:8432[1:NCELL]; geom.f90:8925[(from FROM=VOLUME_LOC)]; geom.f90:10032[(from FROM=VOLUME)]; geom.f90:10101[(from FROM=VOLUME)]; geom.f90:13244[(from FROM=VOLUME)],wall_obst_cutcell,doc: Cut-cell volumes. (1:NCELL)
XYZCEN,CC_CUTCELL_TYPE,"REAL(EB), ALLOCATABLE",2,"deferred(:,:); allocated as (IAXIS:KAXIS,1:NCELL)",type.f90,1403,"geom.f90:8255[(from FROM=CUT_CELL_FROM%XYZCEN)]; geom.f90:8438[IAXIS:KAXIS,1:NCELL]; geom.f90:8926[(from FROM=XYZCEN_LOC)]; geom.f90:10033[(from FROM=XYZCEN)]; geom.f90:10102[(from FROM=XYZCEN)]; geom.f90:13245[(from FROM=XYZCEN)]",wall_obst_cutcell,"doc: Cut-cell centroid locations. (IAXIS:KAXIS,1:NCELL)"
UNKZ,CC_CUTCELL_TYPE,"INTEGER, ALLOCATABLE",1,deferred(:); allocated as (1:NCELL),type.f90,1404,geom.f90:8276[(from FROM=CUT_CELL_FROM%UNKZ)]; geom.f90:8440[1:NCELL],wall_obst_cutcell,doc: Cut-cells unknown number for scalars.
NOADVANCE,CC_CUTCELL_TYPE,"INTEGER, ALLOCATABLE",1,deferred(:); allocated as (1:NCELL),type.f90,1405,geom.f90:8302[(from FROM=CUT_CELL_FROM%NOADVANCE)]; geom.f90:8432[1:NCELL]; geom.f90:8927[(from FROM=NOADVANCE_LOC)]; geom.f90:10034[(from FROM=NOADVANCE)]; geom.f90:10103[(from FROM=NOADVANCE)]; geom.f90:13246[(from FROM=NOADVANCE)],wall_obst_cutcell,doc: Array to define if cut-cell should be blocked. (1:NCELL)
BODTRI_DONOR,CC_CUTCELL_TYPE,"INTEGER, ALLOCATABLE",2,"deferred(:,:); allocated as (1:2,1:NCELL)",type.f90,1406,"geom.f90:8303[(from FROM=CUT_CELL_FROM%BODTRI_DONOR)]; geom.f90:8433[1:2,1:NCELL]",wall_obst_cutcell,"doc: Donor body/triangle for blocked-cell generated inboundary faces. (1:2,1:NCELL)"
N_NOMICC,CC_CUTCELL_TYPE,INTEGER,0,scalar,type.f90,1407,,wall_obst_cutcell,doc: Number of entries in NOMICC
NOMICC,CC_CUTCELL_TYPE,"INTEGER, ALLOCATABLE",2,"deferred(:,:); allocated as (2,NOFC)",type.f90,1408,"geom.f90:8304[(from FROM=CUT_CELL_FROM%NOMICC)]; geom.f90:12563[2,NOFC]; geom.f90:12612[2,NOFC]",wall_obst_cutcell,"doc: OMESH cut-cells array. (1:2,1:N_NOMICC)"
RHO,CC_CUTCELL_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (1:NCELL),type.f90,1410,geom.f90:8257[(from FROM=CUT_CELL_FROM%RHO)]; geom.f90:8451[1:NCELL],wall_obst_cutcell,doc: Corrector cut-cell densities. (1:NCELL)
RHOS,CC_CUTCELL_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (1:NCELL),type.f90,1411,geom.f90:8258[(from FROM=CUT_CELL_FROM%RHOS)]; geom.f90:8452[1:NCELL],wall_obst_cutcell,doc: Predictor cut-cell densities.
RSUM,CC_CUTCELL_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (1:NCELL),type.f90,1412,geom.f90:8259[(from FROM=CUT_CELL_FROM%RSUM)]; geom.f90:8452[1:NCELL],wall_obst_cutcell,doc: Cut-cells RSUM container. (1:NCELL)
TMP,CC_CUTCELL_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (1:NCELL),type.f90,1413,geom.f90:8260[(from FROM=CUT_CELL_FROM%TMP)]; geom.f90:8453[1:NCELL],wall_obst_cutcell,doc: Cut-cells temperatures. (1:NCELL)
D,CC_CUTCELL_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (1:NCELL),type.f90,1414,geom.f90:8261[(from FROM=CUT_CELL_FROM%D)]; geom.f90:8453[1:NCELL],wall_obst_cutcell,doc: Corrector cut-cells thermodynamic divg. (1:NCELL)
DS,CC_CUTCELL_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (1:NCELL),type.f90,1415,geom.f90:8262[(from FROM=CUT_CELL_FROM%DS)]; geom.f90:8457[1:NCELL],wall_obst_cutcell,doc: Predictor cut-cells thermodynamic divg.
DVOL,CC_CUTCELL_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (1:NCELL),type.f90,1416,geom.f90:8263[(from FROM=CUT_CELL_FROM%DVOL)]; geom.f90:8454[1:NCELL],wall_obst_cutcell,doc: Cut-cells thermodynamic divg*vol.
DVOL_PR,CC_CUTCELL_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (1:NCELL),type.f90,1417,geom.f90:8264[(from FROM=CUT_CELL_FROM%DVOL_PR)]; geom.f90:8454[1:NCELL],wall_obst_cutcell,doc: Predictor cut-cell thermodynamic divg*vol.
Q,CC_CUTCELL_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (1:NCELL),type.f90,1418,geom.f90:8265[(from FROM=CUT_CELL_FROM%Q)]; geom.f90:8455[1:NCELL],wall_obst_cutcell,doc: Cut-cells volumetric heat source. (1:NCELL)
QR,CC_CUTCELL_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (1:NCELL),type.f90,1419,geom.f90:8266[(from FROM=CUT_CELL_FROM%QR)]; geom.f90:8456[1:NCELL],wall_obst_cutcell,doc: Cut-cells volumetric radiative heat source.
D_SOURCE,CC_CUTCELL_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (1:NCELL),type.f90,1420,geom.f90:8267[(from FROM=CUT_CELL_FROM%D_SOURCE)]; geom.f90:8456[1:NCELL],wall_obst_cutcell,doc: Cut-cells divergence source terms.
CHI_R,CC_CUTCELL_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (1:NCELL),type.f90,1421,geom.f90:8268[(from FROM=CUT_CELL_FROM%CHI_R)]; geom.f90:8457[1:NCELL],wall_obst_cutcell,doc: Cut-cells radiative fraction.
MIX_TIME,CC_CUTCELL_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (1:NCELL),type.f90,1422,geom.f90:8269[(from FROM=CUT_CELL_FROM%MIX_TIME)]; geom.f90:8458[1:NCELL],wall_obst_cutcell,doc: Cut-cells species mixing time.
Q_REAC,CC_CUTCELL_TYPE,"REAL(EB), ALLOCATABLE",2,"deferred(:,:); allocated as (1:N_REACTIONS,1:NCELL)",type.f90,1423,"geom.f90:8270[(from FROM=CUT_CELL_FROM%Q_REAC)]; geom.f90:8489[1:N_REACTIONS,1:NCELL]",wall_obst_cutcell,doc: Cut-cells volumetric heat source due to reaction.
REAC_SOURCE_TERM,CC_CUTCELL_TYPE,"REAL(EB), ALLOCATABLE",2,"deferred(:,:); allocated as (1:N_TOTAL_SCALARS,1:NCELL)",type.f90,1424,"geom.f90:8271[(from FROM=CUT_CELL_FROM%REAC_SOURCE_TERM)]; geom.f90:8492[1:N_TOTAL_SCALARS,1:NCELL]",wall_obst_cutcell,"doc: Cut-cells species source term. (1:N_TOTAL_SCALARS,1:NCELL)"
ZZ,CC_CUTCELL_TYPE,"REAL(EB), ALLOCATABLE",2,"deferred(:,:); allocated as (1:N_TOTAL_SCALARS,1:NCELL)",type.f90,1425,"geom.f90:8272[(from FROM=CUT_CELL_FROM%ZZ)]; geom.f90:8493[1:N_TOTAL_SCALARS,1:NCELL]",wall_obst_cutcell,doc: Corrector cut-cells mass fractions.
ZZS,CC_CUTCELL_TYPE,"REAL(EB), ALLOCATABLE",2,"deferred(:,:); allocated as (1:N_TOTAL_SCALARS,1:NCELL)",type.f90,1426,"geom.f90:8273[(from FROM=CUT_CELL_FROM%ZZS)]; geom.f90:8494[1:N_TOTAL_SCALARS,1:NCELL]",wall_obst_cutcell,doc: Predictor cut-cells mass fractions.
M_DOT_PPP,CC_CUTCELL_TYPE,"REAL(EB), ALLOCATABLE",2,"deferred(:,:); allocated as (1:N_TOTAL_SCALARS,1:NCELL)",type.f90,1427,"geom.f90:8274[(from FROM=CUT_CELL_FROM%M_DOT_PPP)]; geom.f90:8495[1:N_TOTAL_SCALARS,1:NCELL]",wall_obst_cutcell,doc: Cut-cells mass source term.
UNKH,CC_CUTCELL_TYPE,"INTEGER, ALLOCATABLE",1,deferred(:); allocated as (1:NCELL),type.f90,1429,geom.f90:8275[(from FROM=CUT_CELL_FROM%UNKH)]; geom.f90:8501[1:NCELL],wall_obst_cutcell,doc: Cut-cells unknown number for pressure H. (1:NCELL)
KRES,CC_CUTCELL_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (1:NCELL),type.f90,1430,geom.f90:8277[(from FROM=CUT_CELL_FROM%KRES)]; geom.f90:8462[1:NCELL],wall_obst_cutcell,doc: Cut-cells turbulent kinetic energy.
H,CC_CUTCELL_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (1:NCELL),type.f90,1431,geom.f90:8278[(from FROM=CUT_CELL_FROM%H)]; geom.f90:8458[1:NCELL],wall_obst_cutcell,doc: Cut-cells predictor pressure values.
HS,CC_CUTCELL_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (1:NCELL),type.f90,1432,geom.f90:8279[(from FROM=CUT_CELL_FROM%HS)]; geom.f90:8459[1:NCELL],wall_obst_cutcell,doc: Cut-cells corrector pressure values.
RTRM,CC_CUTCELL_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (1:NCELL),type.f90,1433,geom.f90:8281[(from FROM=CUT_CELL_FROM%RTRM)]; geom.f90:8459[1:NCELL],wall_obst_cutcell,doc: Cut-cells 1/(rho*c_p*T).
R_H_G,CC_CUTCELL_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (1:NCELL),type.f90,1434,geom.f90:8282[(from FROM=CUT_CELL_FROM%R_H_G)]; geom.f90:8460[1:NCELL],wall_obst_cutcell,doc: Cut-cells 1/(c_p*T)
RHO_0,CC_CUTCELL_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (1:NCELL),type.f90,1435,geom.f90:8283[(from FROM=CUT_CELL_FROM%RHO_0)]; geom.f90:8460[1:NCELL],wall_obst_cutcell,doc: Cut-cells background density.
WVEL,CC_CUTCELL_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (1:NCELL),type.f90,1436,geom.f90:8284[(from FROM=CUT_CELL_FROM%WVEL)]; geom.f90:8461[1:NCELL],wall_obst_cutcell,doc: Cut-cells centroid vertical velocity.
DDDTVOL,CC_CUTCELL_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (1:NCELL),type.f90,1437,geom.f90:8285[(from FROM=CUT_CELL_FROM%DDDTVOL)]; geom.f90:8462[1:NCELL],wall_obst_cutcell,doc: Cut-cells dD/dT * vol.
DELTA_RHO,CC_CUTCELL_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (1:NCELL),type.f90,1438,geom.f90:8286[(from FROM=CUT_CELL_FROM%DELTA_RHO)]; geom.f90:8463[1:NCELL],wall_obst_cutcell,doc: Cut-cells density change used in check mass density.
DELTA_RHO_ZZ,CC_CUTCELL_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (1:NCELL),type.f90,1439,geom.f90:8287[(from FROM=CUT_CELL_FROM%DELTA_RHO_ZZ)]; geom.f90:8463[1:NCELL],wall_obst_cutcell,doc: Cut-cells species density change used in check mass density.
INT_IJK,CC_CUTCELL_TYPE,"INTEGER, ALLOCATABLE",2,"deferred(:,:); allocated as (IAXIS:KAXIS,SZ_2) | (IAXIS:KAXIS,(NCELL+1)*DELTA_INT)",type.f90,1442,"ccib.f90:17021[IAXIS:KAXIS,SZ_2]; geom.f90:8289[(from FROM=CUT_CELL_FROM%INT_IJK)]; geom.f90:8502[IAXIS:KAXIS,(NCELL+1)*DELTA_INT]",wall_obst_cutcell,"doc: Interpolation (IAXIS:KAXIS,INT_NPE_LO+1:INT_NPE_LO+INT_NPE_HI)"
INT_COEF,CC_CUTCELL_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (1:SZ_2) | ((NCELL+1)*DELTA_INT),type.f90,1443,ccib.f90:17022[1:SZ_2]; geom.f90:8290[(from FROM=CUT_CELL_FROM%INT_COEF)]; geom.f90:8503[(NCELL+1)*DELTA_INT],wall_obst_cutcell,doc: Interpolation (INT_NPE_LO+1:INT_NPE_LO+INT_NPE_HI)
INT_XYZBF,CC_CUTCELL_TYPE,"REAL(EB), ALLOCATABLE",2,"deferred(:,:); allocated as (IAXIS:KAXIS,0:NCELL)",type.f90,1444,"geom.f90:8291[(from FROM=CUT_CELL_FROM%INT_XYZBF)]; geom.f90:8504[IAXIS:KAXIS,0:NCELL]",wall_obst_cutcell,"doc: Interpolation (IAXIS:KAXIS,0:NCELL)"
INT_NOUT,CC_CUTCELL_TYPE,"REAL(EB), ALLOCATABLE",2,"deferred(:,:); allocated as (IAXIS:KAXIS,0:NCELL)",type.f90,1444,"geom.f90:8292[(from FROM=CUT_CELL_FROM%INT_NOUT)]; geom.f90:8505[IAXIS:KAXIS,0:NCELL]",wall_obst_cutcell,"doc: Interpolation (IAXIS:KAXIS,0:NCELL)"
INT_INBFC,CC_CUTCELL_TYPE,"INTEGER, ALLOCATABLE",2,"deferred(:,:); allocated as (1:3,0:NCELL)",type.f90,1445,"geom.f90:8293[(from FROM=CUT_CELL_FROM%INT_INBFC)]; geom.f90:8506[1:3,0:NCELL]",wall_obst_cutcell,"doc: Interpolation (1:3,0:NCELL)"
INT_NPE,CC_CUTCELL_TYPE,"INTEGER, ALLOCATABLE",4,"deferred(:,:,:,:); allocated as (LOW_IND:HIGH_IND,0:KAXIS,1:INT_N_EXT_PTS,0:NCELL)",type.f90,1446,"geom.f90:8294[(from FROM=CUT_CELL_FROM%INT_NPE)]; geom.f90:8507[LOW_IND:HIGH_IND,0:KAXIS,1:INT_N_EXT_PTS,0:NCELL]",wall_obst_cutcell,"doc: Interpolation (LOW:HIGH,0,EP,0:NCELL)"
INT_XN,CC_CUTCELL_TYPE,"REAL(EB), ALLOCATABLE",2,"deferred(:,:); allocated as (0:INT_N_EXT_PTS,0:NCELL)",type.f90,1447,"geom.f90:8295[(from FROM=CUT_CELL_FROM%INT_XN)]; geom.f90:8508[0:INT_N_EXT_PTS,0:NCELL]",wall_obst_cutcell,"doc: Interpolation (0:INT_N_EXT_PTS,0:NCELL)  ! 0 is interp pt."
INT_CN,CC_CUTCELL_TYPE,"REAL(EB), ALLOCATABLE",2,"deferred(:,:); allocated as (0:INT_N_EXT_PTS,0:NCELL)",type.f90,1447,"geom.f90:8296[(from FROM=CUT_CELL_FROM%INT_CN)]; geom.f90:8509[0:INT_N_EXT_PTS,0:NCELL]",wall_obst_cutcell,"doc: Interpolation (0:INT_N_EXT_PTS,0:NCELL)  ! 0 is interp pt."
INT_CCVARS,CC_CUTCELL_TYPE,"REAL(EB), ALLOCATABLE",2,"deferred(:,:); allocated as (1:N_INT_CCVARS,SZ_2) | (1:N_INT_FVARS,(NCELL+1)*DELTA_INT)",type.f90,1448,"ccib.f90:17027[1:N_INT_CCVARS,SZ_2]; geom.f90:8297[(from FROM=CUT_CELL_FROM%INT_CCVARS)]; geom.f90:8510[1:N_INT_FVARS,(NCELL+1)*DELTA_INT]",wall_obst_cutcell,"doc: Interpolation (1:N_INT_CCVARS,INT_NPE_LO+1:INT_NPE_LO+INT_NPE_HI)"
INT_NOMIND,CC_CUTCELL_TYPE,"INTEGER, ALLOCATABLE",2,"deferred(:,:); allocated as (LOW_IND:HIGH_IND,SZ_2) | (LOW_IND:HIGH_IND,(NCELL+1)*DELTA_INT)",type.f90,1449,"ccib.f90:17028[LOW_IND:HIGH_IND,SZ_2]; geom.f90:8298[(from FROM=CUT_CELL_FROM%INT_NOMIND)]; geom.f90:8511[LOW_IND:HIGH_IND,(NCELL+1)*DELTA_INT]",wall_obst_cutcell,"doc: Interp. (LOW_IND:HIGH_IND,INT_NPE_LO+1:INT_NPE_LO+INT_NPE_HI)"
DEL_RHO_D_DEL_Z_VOL,CC_CUTCELL_TYPE,"REAL(EB), ALLOCATABLE",2,"deferred(:,:); allocated as (1:N_TOTAL_SCALARS,1:NCELL)",type.f90,1451,"geom.f90:8300[(from FROM=CUT_CELL_FROM%DEL_RHO_D_DEL_Z_VOL)]; geom.f90:8524[1:N_TOTAL_SCALARS,1:NCELL]",wall_obst_cutcell,doc: Cut-cells DEL_RHO_D_DEL_Z * VOL
U_DOT_DEL_RHO_Z_VOL,CC_CUTCELL_TYPE,"REAL(EB), ALLOCATABLE",2,"deferred(:,:); allocated as (1:N_TOTAL_SCALARS,1:NCELL)",type.f90,1452,"geom.f90:8301[(from FROM=CUT_CELL_FROM%U_DOT_DEL_RHO_Z_VOL)]; geom.f90:8525[1:N_TOTAL_SCALARS,1:NCELL]",wall_obst_cutcell,doc: Cut-cells U_DOT_DEL_RHO_Z * VOL
N,CC_GCELL_TYPE,INTEGER,0,scalar,type.f90,1460,,wall_obst_cutcell,
CELL_TYPE,CC_GCELL_TYPE,"INTEGER, ALLOCATABLE",1,deferred(:); allocated as (1:M%GCELL%N),type.f90,1461,geom.f90:15083[1:M%GCELL%N],wall_obst_cutcell,doc: (1:N) CC_GCELL_CUT or CC_GCELL_REG.
IJK,CC_GCELL_TYPE,"INTEGER, ALLOCATABLE",2,"deferred(:,:); allocated as (IAXIS:KAXIS,1:M%GCELL%N)",type.f90,1462,"geom.f90:15084[IAXIS:KAXIS,1:M%GCELL%N]",wall_obst_cutcell,"doc: (IAXIS:KAXIS,1:N) host Cartesian cell indices."
ICC,CC_GCELL_TYPE,"INTEGER, ALLOCATABLE",1,deferred(:); allocated as (1:M%GCELL%N),type.f90,1463,geom.f90:15085[1:M%GCELL%N],wall_obst_cutcell,doc: (1:N) CUT_CELL index (0 if regular cell).
JCC,CC_GCELL_TYPE,"INTEGER, ALLOCATABLE",1,deferred(:); allocated as (1:M%GCELL%N),type.f90,1464,geom.f90:15086[1:M%GCELL%N],wall_obst_cutcell,doc: (1:N) sub-cell index within CUT_CELL (0 if regular).
STATUS,CC_GCELL_TYPE,"INTEGER, ALLOCATABLE",1,deferred(:); allocated as (1:M%GCELL%N),type.f90,1465,geom.f90:15087[1:M%GCELL%N],wall_obst_cutcell,doc: (1:N) active / blocked.
VOLUME,CC_GCELL_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (1:M%GCELL%N),type.f90,1466,geom.f90:15088[1:M%GCELL%N],wall_obst_cutcell,doc: (1:N) cached volume.
XYZCEN,CC_GCELL_TYPE,"REAL(EB), ALLOCATABLE",2,"deferred(:,:); allocated as (IAXIS:KAXIS,1:M%GCELL%N)",type.f90,1467,"geom.f90:15089[IAXIS:KAXIS,1:M%GCELL%N]",wall_obst_cutcell,"doc: (IAXIS:KAXIS,1:N) cached centroid."
DO_LO_IND,CC_REGFACEZ_TYPE,LOGICAL,0,scalar,type.f90,1482,,wall_obst_cutcell,doc: Defines if fluxes are to be assigned in low side cell.
DO_HI_IND,CC_REGFACEZ_TYPE,LOGICAL,0,scalar,type.f90,1483,,wall_obst_cutcell,doc: Defines if fluxes are to be assigned in high side cell.
IJK,CC_REGFACEZ_TYPE,INTEGER,1,(MAX_DIM),type.f90,1484,,wall_obst_cutcell,"doc: Location indexes [ I J K ] of X,Y,Z REG face."
IWC,CC_REGFACEZ_TYPE,INTEGER,0,scalar,type.f90,1485,,wall_obst_cutcell,doc: WALL CELL index (if present) in location of REG Face.
NOMICF,CC_REGFACEZ_TYPE,"INTEGER, ALLOCATABLE",2,"deferred(:,:); no ALLOCATE found",type.f90,1486,,wall_obst_cutcell,doc: OMESH face info for mesh boundary REG face.
FN_H_S,CC_REGFACEZ_TYPE,REAL(EB),0,scalar,type.f90,1487,,wall_obst_cutcell,"doc: Stores components FX_H_S, FY_H_S, FZ_H_S as needed."
RHOZZ_U,CC_REGFACEZ_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (1:N_TOTAL_SCALARS),type.f90,1488,ccib.f90:22092[1:N_TOTAL_SCALARS]; ccib.f90:22182[1:N_TOTAL_SCALARS]; ccib.f90:22272[1:N_TOTAL_SCALARS],wall_obst_cutcell,"doc: Stores computed FX(I,J,K,N)*UU(I,J,K), etc. as needed."
FN_ZZ,CC_REGFACEZ_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (1:N_TOTAL_SCALARS),type.f90,1489,ccib.f90:22093[1:N_TOTAL_SCALARS]; ccib.f90:22183[1:N_TOTAL_SCALARS]; ccib.f90:22273[1:N_TOTAL_SCALARS],wall_obst_cutcell,"doc: Stores computed FX_ZZ(I,J,K), etc. as needed."
RHO_D_DZDN,CC_REGFACEZ_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (1:N_TOTAL_SCALARS),type.f90,1490,ccib.f90:22094[1:N_TOTAL_SCALARS]; ccib.f90:22184[1:N_TOTAL_SCALARS]; ccib.f90:22274[1:N_TOTAL_SCALARS],wall_obst_cutcell,doc: Species diffusive mass fluxes in REG face.
H_RHO_D_DZDN,CC_REGFACEZ_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (1:N_TOTAL_SCALARS),type.f90,1491,ccib.f90:22095[1:N_TOTAL_SCALARS]; ccib.f90:22185[1:N_TOTAL_SCALARS]; ccib.f90:22275[1:N_TOTAL_SCALARS],wall_obst_cutcell,doc: OMESH face info for mesh boundary REG face.
SHAREDZ,CC_RCFACE_TYPE,LOGICAL,0,scalar,type.f90,1497,,wall_obst_cutcell,doc: Notes if RC face connects cells with same UNKZ.
IWC,CC_RCFACE_TYPE,INTEGER,0,scalar,type.f90,1498,,wall_obst_cutcell,doc: WALL CELL index (if present) in location of RC Face.
PRES_ZONE,CC_RCFACE_TYPE,INTEGER,0,scalar,type.f90,1499,,wall_obst_cutcell,doc: Pressure zone where RC face is.
IJK,CC_RCFACE_TYPE,INTEGER,1,(MAX_DIM+1),type.f90,1500,,wall_obst_cutcell,doc: Location indexes and axis of RC face. [ I J K X1AXIS]
UNKF,CC_RCFACE_TYPE,INTEGER,0,scalar,type.f90,1501,,wall_obst_cutcell,doc: Momentum unknown number if face is linked.
UNKZ,CC_RCFACE_TYPE,INTEGER,1,(LOW_IND:HIGH_IND),type.f90,1502,,wall_obst_cutcell,doc: Scalar transport unknown numbers in connected cells.
UNKH,CC_RCFACE_TYPE,INTEGER,1,(LOW_IND:HIGH_IND),type.f90,1503,,wall_obst_cutcell,doc: Pressure unknown numbers in connected cells.
XCEN,CC_RCFACE_TYPE,REAL(EB),2,"(MAX_DIM,LOW_IND:HIGH_IND)",type.f90,1504,,wall_obst_cutcell,doc: Centroid location of connected cells.
JDH,CC_RCFACE_TYPE,INTEGER,2,"(1:2,1:2)",type.f90,1505,,wall_obst_cutcell,doc: Index matrix for H Poisson matrix coefficients.
CELL_LIST,CC_RCFACE_TYPE,INTEGER,2,"(MAX_DIM+1,LOW_IND:HIGH_IND)",type.f90,1506,,wall_obst_cutcell,doc: Cell type/location of connected cells. [RC_TYPE I J K ]
TMP_FACE,CC_RCFACE_TYPE,REAL(EB),0,scalar,type.f90,1507,,wall_obst_cutcell,doc: Temperature in RC face.
ZZ_FACE,CC_RCFACE_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (1:N_TOTAL_SCALARS),type.f90,1508,ccib.f90:22406[1:N_TOTAL_SCALARS],wall_obst_cutcell,doc: Species mass fractions in RC face.
RHO_D_DZDN,CC_RCFACE_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (1:N_TOTAL_SCALARS),type.f90,1509,ccib.f90:22407[1:N_TOTAL_SCALARS],wall_obst_cutcell,doc: Species diffusive mass fluxes in RC face.
H_RHO_D_DZDN,CC_RCFACE_TYPE,"REAL(EB), ALLOCATABLE",1,deferred(:); allocated as (1:N_TOTAL_SCALARS),type.f90,1510,ccib.f90:22408[1:N_TOTAL_SCALARS],wall_obst_cutcell,doc: Species heat fluxes due to RHO_D_DZDN in RC face.
NOMICF,CC_RCFACE_TYPE,"INTEGER, ALLOCATABLE",2,"deferred(:,:); no ALLOCATE found",type.f90,1511,,wall_obst_cutcell,doc: OMESH face info for mesh boundary RC face.
CFACE_INDEX,CFACE_TYPE,INTEGER,0,scalar,type.f90,1362,,wall_obst_cutcell,doc: Index of itself -- used to determine if the CFACE cell has been assigned
BC_INDEX,CFACE_TYPE,INTEGER,0,scalar,type.f90,1363,,wall_obst_cutcell,doc: Derived type carrying coordinate variables
OD_INDEX,CFACE_TYPE,INTEGER,0,scalar,type.f90,1364,,wall_obst_cutcell,doc: Derived type carrying 1-D solid info
B1_INDEX,CFACE_TYPE,INTEGER,0,scalar,type.f90,1365,,wall_obst_cutcell,doc: Derived type carrying most of the surface boundary conditions
B2_INDEX,CFACE_TYPE,INTEGER,0,scalar,type.f90,1366,,wall_obst_cutcell,doc: Derived type carrying most of the surface boundary conditions
BR_INDEX,CFACE_TYPE,INTEGER,0,scalar,type.f90,1367,,wall_obst_cutcell,doc: Derived type carrying angular-specific radiation intensities
SURF_INDEX,CFACE_TYPE,INTEGER,0,scalar,type.f90,1368,,wall_obst_cutcell,
NODE_INDEX,CFACE_TYPE,INTEGER,0,scalar,type.f90,1369,,wall_obst_cutcell,
VENT_INDEX,CFACE_TYPE,INTEGER,0,scalar,type.f90,1370,,wall_obst_cutcell,
BOUNDARY_TYPE,CFACE_TYPE,INTEGER,0,scalar,type.f90,1371,,wall_obst_cutcell,
CUT_FACE_IND1,CFACE_TYPE,INTEGER,0,scalar,type.f90,1372,,wall_obst_cutcell,doc: First index pointing to CUT_FACE array for this CFACE.
CUT_FACE_IND2,CFACE_TYPE,INTEGER,0,scalar,type.f90,1373,,wall_obst_cutcell,doc: Second index pointing to CUT_FACE array for this CFACE.
N_REALS,CFACE_TYPE,INTEGER,0,scalar,type.f90,1374,,wall_obst_cutcell,doc: Number of reals to pack into restart or send/recv buffer
N_INTEGERS,CFACE_TYPE,INTEGER,0,scalar,type.f90,1375,,wall_obst_cutcell,doc: Number of integers to pack into restart or send/recv buffer
N_LOGICALS,CFACE_TYPE,INTEGER,0,scalar,type.f90,1376,,wall_obst_cutcell,doc: Number of logicals to pack into restart or send/recv buffer
AREA,CFACE_TYPE,REAL(EB),0,scalar,type.f90,1377,,wall_obst_cutcell,doc: CFACE area. From CUT_FACE(CUT_FACE_IND1)%AREA(CUT_FACE_IND2)
DUNDT,CFACE_TYPE,REAL(EB),0,scalar,type.f90,1378,,wall_obst_cutcell,
